obs,tic,conm_x,gvkey,CrossVerified_ExecType,new_director_name,Ethnicity,Race(black),Minority,Gender,Female,Num_Black_TMT,TMT_Active_in_2020 (Manual Check),BlackCEO_Appointment_date (within the timeframe),new_director_source
428,LDOS,LEIDOS HOLDINGS INC,165123,CEO,Roger Krone,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
429,LEN,LENNAR CORP,6669,CEO,Rick Beckwitt,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
430,LEN,LENNAR CORP,6669,TMT,Stuart Miller,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
431,LNC,LINCOLN NATIONAL CORP,6742,CEO,Dennis Glass,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
432,LYV,LIVE NATION ENTERTAINMENT,165746,CEO,Michael Rapino,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
433,LKQ,LKQ CORP,155394,TMT,Joe Holsten,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
434,LKQ,LKQ CORP,155394,CEO,Nick Zarcone,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
435,L,LOEWS CORP,6781,TMT,Andrew Tisch,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
436,L,LOEWS CORP,6781,TMT,Galen Weston Jr,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
437,L,LOEWS CORP,6781,CEO,Jim Tisch,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
438,L,LOEWS CORP,6781,TMT,Jon Tisch,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
439,LUMN,LUMEN TECHNOLOGIES INC,2884,CEO,Jeff Storey,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
440,MRO,MARATHON OIL CORP,7017,CEO,Lee Tillman,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
441,MPC,MARATHON PETROLEUM CORP,186989,CEO,Marvin Haasen,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
442,MKTX,MARKETAXESS HOLDINGS INC,158742,CEO,Rick McVey,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
443,MAR,MARRIOTT INTL INC,28930,CEO,Arne Sorenson,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
444,MAR,MARRIOTT INTL INC,28930,TMT,Bill Marriott Jr,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
445,MLM,MARTIN MARIETTA MATERIALS,29733,CEO,Ward Nye,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
446,MAS,MASCO CORP,7085,CEO,Keith Allman,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
447,MTCH,MATCH GROUP INC,26061,TMT,Barry Diller,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
448,MTCH,MATCH GROUP INC,26061,CEO,Joey Levin,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
449,MTCH,MATCH GROUP INC,26061,TMT,Victor Kaufman,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
450,MXIM,MAXIM INTEGRATED PRODUCTS,14256,CEO,Tunc Doluca,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
451,MKC,MCCORMICK & CO INC,7146,CEO,Lawrence Kurzius,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
452,MCK,MCKESSON CORP,7171,CEO,Doctor Brian Tyler,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
453,META,META PLATFORMS INC,170617,CEO,Mark Goliger,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
454,META,META PLATFORMS INC,170617,CEO,Mark Zuckerberg,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
455,MAA,MID-AMERICA APT CMNTYS INC,29649,CEO,H Bolton Jr,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
456,MRNA,MODERNA INC,34410,CEO,Stephane Bancel,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
457,MHK,MOHAWK INDUSTRIES INC,25119,CEO,Jeff Lorberbaum,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
458,TAP,MOLSON COORS BEVERAGE CO,3505,CEO,Gavin Hattersley,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
459,MNST,MONSTER BEVERAGE CORP,24316,TMT,Hilton Schlosberg,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
460,MNST,MONSTER BEVERAGE CORP,24316,CEO,Rodney Sacks,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
461,MCO,MOODY'S CORP,139665,CEO,Raymond McDaniel Jr,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
462,MS,MORGAN STANLEY,12124,CEO,James Gorman,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
463,MOS,MOSAIC CO,162129,CEO,Joc O'Rourke,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
464,MSI,MOTOROLA SOLUTIONS INC,7585,CEO,Greg Brown,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
465,MSI,MOTOROLA SOLUTIONS INC,7585,CEO,Stephen Liptrap,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
466,NDAQ,NASDAQ INC,149337,CEO,Adena Friedman,Caucasian/White,0,0,F,1,0,Yes,,3BoardEx
467,NFLX,NETFLIX INC,147579,CEO,Wilmot Hastings Jr,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
468,NEM,NEWMONT CORP,7881,CEO,Tom Palmer,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
469,NWSA,NEWS CORP,18043,CEO,Robert Thomson,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
470,NEE,NEXTERA ENERGY INC,4517,CEO,Jim Robo,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
471,NSC,NORFOLK SOUTHERN CORP,7923,CEO,Jim Squires,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
472,NOC,NORTHROP GRUMMAN CORP,7985,CEO,Kathy Warden,Caucasian/White,0,0,F,1,0,Yes,,3BoardEx
473,NOV,NOV INC,63892,CEO,Clay Williams,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
474,NRG,NRG ENERGY INC,135990,CEO,Mauricio Gutierrez,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
475,ORLY,O'REILLY AUTOMOTIVE INC,28180,TMT,David O'Reilly,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
476,ORLY,O'REILLY AUTOMOTIVE INC,28180,TMT,Greg Henslee,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
477,OXY,OCCIDENTAL PETROLEUM CORP,8068,CEO,Vicki Hollub,Caucasian/White,0,0,F,1,0,Yes,,3BoardEx
478,ODFL,OLD DOMINION FREIGHT,24617,TMT,David Congdon,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
479,ODFL,OLD DOMINION FREIGHT,24617,TMT,Earl Congdon Jr,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
480,ODFL,OLD DOMINION FREIGHT,24617,CEO,Greg Gantt,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
481,OMC,OMNICOM GROUP INC,4066,CEO,John Wren III,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
482,ON,ON SEMICONDUCTOR CORP,134932,CEO,Keith Jackson,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
483,OGN,ORGANON & CO,38821,CEO,Paddy Nicol,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
484,PCAR,PACCAR INC,8253,TMT,Mark Pigott,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
485,PCAR,PACCAR INC,8253,CEO,R Feight,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
486,PKG,PACKAGING CORP OF AMERICA,128978,CEO,Mark Kowlzan,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
487,PH,PARKER-HANNIFIN CORP,8358,CEO,Tom Williams,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
488,PAYX,PAYCHEX INC,8402,CEO,Martin Mucci,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
489,PAYC,PAYCOM SOFTWARE INC,20116,CEO,Chad Richison,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
490,PYPL,PAYPAL HOLDINGS INC,24616,CEO,Dan Schulman,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
491,PBCT,PEOPLE'S UNITED FINL INC,16245,CEO,Jack Barnes,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
492,PKI,PERKINELMER INC,4145,CEO,Bob Espey,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
493,PCG,PG&E CORP,8264,CEO,Bill Johnson,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
494,PM,PHILIP MORRIS INTERNATIONAL,179621,CEO,Andre Calantzopoulos,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
495,PSX,PHILLIPS 66,170841,CEO,Greg Garland,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
496,PNW,PINNACLE WEST CAPITAL CORP,1075,CEO,Jeff Guldner,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
497,PXD,PIONEER NATURAL RESOURCES CO,14359,CEO,Scott Sheffield,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
498,PNC,PNC FINANCIAL SVCS GROUP INC,8245,CEO,William Demchak,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
499,POOL,POOL CORP,61420,CEO,Pete Arvan,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
500,PPG,PPG INDUSTRIES INC,8247,CEO,Michael McGarry,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
501,PPL,PPL CORP,8455,CEO,Bill Spence,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
502,PPL,PPL CORP,8455,CEO,Mick Dilger,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
503,PFG,PRINCIPAL FINANCIAL GRP INC,145701,CEO,Dan Houston,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
504,PG,PROCTER & GAMBLE CO,8762,CEO,David Taylor,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
505,PG,PROCTER & GAMBLE CO,8762,CEO,Ewan Downie,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
506,PG,PROCTER & GAMBLE CO,8762,TMT,John Begeman,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
507,PGR,PROGRESSIVE CORP-OHIO,13341,CEO,Tricia Griffith,Caucasian/White,0,0,F,1,0,Yes,,3BoardEx
508,PRU,PRUDENTIAL FINANCIAL INC,143356,CEO,Charlie Lowrey Jr,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
509,PEG,PUBLIC SERVICE ENTRP GRP INC,8810,CEO,Doctor Ralph Izzo,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
510,PSA,PUBLIC STORAGE,10096,CEO,Joe Russell Jr,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
511,PHM,PULTEGROUP INC,8823,CEO,Ryan Marshall,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
512,PVH,PVH CORP,8551,CEO,Manny Chirico,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
513,QRVO,QORVO INC,64853,CEO,Bob Bruggeworth,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
514,QCOM,QUALCOMM INC,24800,CEO,Doctor Irwin Jacobs,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
515,QCOM,QUALCOMM INC,24800,CEO,Steve Mollenkopf,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
516,PWR,QUANTA SERVICES INC,66446,CEO,Duke Austin Jr,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
517,DGX,QUEST DIAGNOSTICS INC,64166,CEO,Steve Rusckowski,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
518,RJF,RAYMOND JAMES FINANCIAL INC,8898,CEO,Paul Reilly,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
519,RHT,RED HAT INC,122841,CEO,Doctor Lisa Crossley,Caucasian/White,0,0,F,1,0,Yes,,3BoardEx
520,REG,REGENCY CENTERS CORP,29099,CEO,John Black,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
521,REGN,REGENERON PHARMACEUTICALS,23812,CEO,Doctor Len Schleifer,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
522,RF,REGIONS FINANCIAL CORP,4674,CEO,John Turner Jr,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
523,RSG,REPUBLIC SERVICES INC,112168,CEO,Don Slager,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
524,RMD,RESMED INC,31887,CEO,Mick Farrell,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
525,RHI,ROBERT HALF INTL INC,2312,TMT,Harold Messmer Jr,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
526,RHI,ROBERT HALF INTL INC,2312,CEO,Michael Waddell,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
527,ROK,ROCKWELL AUTOMATION,9203,CEO,Blake Moret,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
528,ROL,ROLLINS INC,9225,CEO,Gary Rollins,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
529,ROL,ROLLINS INC,9225,TMT,Richard Rollins Sr,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
530,ROP,ROPER TECHNOLOGIES INC,24925,CEO,Laurence Hunn,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
531,ROST,ROSS STORES INC,9248,CEO,Barbara Rentler,Caucasian/White,0,0,F,1,0,Yes,,3BoardEx
532,RCL,ROYAL CARIBBEAN GROUP,28191,CEO,Richard Fain,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
533,SPGI,S&P GLOBAL INC,7163,CEO,Doug Peterson,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
534,SBAC,SBA COMMUNICATIONS CORP,121382,CEO,Jeff Stoops,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
535,SLB,SCHLUMBERGER LTD,9465,CEO,Olivier Le Peuch,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
536,SCHW,SCHWAB (CHARLES) CORP,13988,TMT,Chuck Schwab Jr,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
537,SCHW,SCHWAB (CHARLES) CORP,13988,CEO,Walt Bettinger II,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
538,SEE,SEALED AIR CORP,9555,CEO,Ted Doheny II,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
539,NOW,SERVICENOW INC,171007,CEO,Bill McDermott,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
540,SHW,SHERWIN-WILLIAMS CO,9667,CEO,John Morikis,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
541,SPG,SIMON PROPERTY GROUP INC,29389,CEO,Andrew Clark,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
542,SPG,SIMON PROPERTY GROUP INC,29389,CEO,David Simon,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
543,SPG,SIMON PROPERTY GROUP INC,29389,CEO,Jason Sparaga,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
544,SPG,SIMON PROPERTY GROUP INC,29389,TMT,Richard Sokolov,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
545,SWKS,SKYWORKS SOLUTIONS INC,1327,CEO,Liam Griffin,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
546,SLG,SL GREEN REALTY CORP,65290,CEO,Marc Holliday,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
547,AOS,SMITH (A.O.),9771,CEO,Kevin Wheeler,Caucasian/White,0,0,M,0,0,No,,3BoardEx
548,SJM,SMUCKER (JM) CO,9777,CEO,Mark Smucker,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
549,SJM,SMUCKER (JM) CO,9777,TMT,Richard Smucker,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
550,SNA,SNAP-ON INC,9778,CEO,Nick Pinchuk,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
551,LUV,SOUTHWEST AIRLINES,9882,CEO,Gary Kelly,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
552,SWK,STANLEY BLACK & DECKER INC,10016,CEO,Jim Loree,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
553,SBUX,STARBUCKS CORP,25434,CEO,Kevin Johnson,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
554,SYF,SYNCHRONY FINANCIAL,20686,CEO,Margaret Keane,Caucasian/White,0,0,F,1,0,Yes,,3BoardEx
555,SNPS,SYNOPSYS INC,24975,CEO,Doctor Aart De Geus,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
556,TTWO,TAKE-TWO INTERACTIVE SFTWR,64630,CEO,Strauss Zelnick,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
557,TDY,TELEDYNE TECHNOLOGIES INC,126721,TMT,Professor Doctor Robert Mehrabian,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
558,TFX,TELEFLEX INC,10407,CEO,Liam Kelly,Caucasian/White,0,0,M,0,0,No,,3BoardEx
559,TER,TERADYNE INC,10453,CEO,Mark Jagiela,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
560,TSLA,TESLA INC,184996,CEO,Elon Musk,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
561,TXN,TEXAS INSTRUMENTS INC,10499,CEO,Rich Templeton,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
562,TXT,TEXTRON INC,10519,CEO,Scott Donnelly,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
563,TMO,THERMO FISHER SCIENTIFIC INC,10530,TMT,Delete Delete,Caucasian/White,0,0,M,0,0,No,,3BoardEx
564,TJX,TJX COS INC (THE),11672,TMT,Carol Meyrowitz,Caucasian/White,0,0,F,1,0,Yes,,3BoardEx
565,TJX,TJX COS INC (THE),11672,CEO,Ernie Herrman,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
566,TDG,TRANSDIGM GROUP INC,148349,CEO,Doctor Kevin Stein,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
567,TDG,TRANSDIGM GROUP INC,148349,TMT,Nick Howley,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
568,TFC,TRUIST FINANCIAL CORP,11856,CEO,Kelly King,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
569,TWTR,TWITTER INC,18872,CEO,Jack Dorsey,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
570,TYL,TYLER TECHNOLOGIES INC,10789,CEO,H Moore Jr,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
571,TYL,TYLER TECHNOLOGIES INC,10789,TMT,John Marr Jr,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
572,TSN,TYSON FOODS INC -CL A,10793,TMT,John Tyson,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
573,TSN,TYSON FOODS INC -CL A,10793,CEO,Noel White,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
574,UDR,UDR INC,10894,CEO,Tom Toomey,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
575,ULTA,ULTA BEAUTY INC,178704,CEO,Mary Dillon,Caucasian/White,0,0,F,1,0,Yes,,3BoardEx
576,UHS,UNIVERSAL HEALTH SVCS INC,11032,CEO,Alan Miller,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
577,UNM,UNUM GROUP,12726,CEO,Rick McKenney,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
578,USB,US BANCORP,4723,CEO,Andy Cecere,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
579,VAR,VARIAN MEDICAL SYSTEMS INC,11115,CEO,Dow Wilson,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
580,VTR,VENTAS INC,110179,CEO,Debra Cafaro,Caucasian/White,0,0,F,1,0,Yes,,3BoardEx
581,VRSK,VERISK ANALYTICS INC,180652,CEO,Scott Stephenson,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
582,VFC,VF CORP,11060,CEO,Steve Rendle,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
583,VICI,VICI PROPERTIES INC,32580,CEO,Ed Pitoniak,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
584,V,VISA INC,179534,CEO,Al Kelly Jr,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
585,VNO,VORNADO REALTY TRUST,11220,CEO,Steve Roth,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
586,VMC,VULCAN MATERIALS CO,11228,CEO,Tom Hill,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
587,VMC,VULCAN MATERIALS CO,11228,CEO,William Trainer,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
588,WAB,WABTEC CORP,60979,TMT,Al Neupaver,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
589,WM,WASTE MANAGEMENT INC,14477,CEO,Jim Fish Jr,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
590,WEC,WEC ENERGY GROUP INC,11550,TMT,Gale Klappa,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
591,WEC,WEC ENERGY GROUP INC,11550,CEO,Kevin Fletcher,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
592,WELL,WELLTOWER INC,5543,CEO,Tom DeRosa,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
593,WST,WEST PHARMACEUTICAL SVSC INC,11376,CEO,Eric Green,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
594,WRK,WESTROCK CO,29830,CEO,Steve Voorhees,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
595,WY,WEYERHAEUSER CO,11456,CEO,Devin Stockfish,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
596,WMB,WILLIAMS COS INC,11506,CEO,Alan Armstrong,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
597,WYNN,WYNN RESORTS LTD,149318,CEO,Matt Maddox,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
598,XYL,XYLEM INC,189491,CEO,Patrick Decker,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
599,ZBRA,ZEBRA TECHNOLOGIES CP -CL A,24405,CEO,Anders Gustafsson,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
600,ZBH,ZIMMER BIOMET HOLDINGS INC,144559,CEO,Bryan Hanson,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
601,ZION,ZIONS BANCORPORATION NA,11687,CEO,Harris Simmons,Caucasian/White,0,0,M,0,0,Yes,,3BoardEx
602,UAL,UNITED AIRLINES HOLDINGS INC,10795,CEO,Oscar Munoz,Hispanic/Latino,0,1,M,0,1,No,,3BoardEx
603,ABBV,ABBVIE INC,16101,CEO,Rick Gonzalez,Hispanic/Latino,0,1,M,0,0,Yes,,3BoardEx
604,AES,AES CORP (THE),24216,CEO,Doctor Andres Gluski Weilert,Hispanic/Latino,0,1,M,0,0,Yes,,3BoardEx
605,ADM,ARCHER-DANIELS-MIDLAND CO,1722,CEO,Juan Luciano,Hispanic/Latino,0,1,M,0,0,Yes,,3BoardEx
606,ADP,AUTOMATIC DATA PROCESSING,1891,CEO,Carlos Rodriguez,Hispanic/Latino,0,1,M,0,0,Yes,,3BoardEx
607,BAX,BAXTER INTERNATIONAL INC,2086,CEO,Joe Almeida,Hispanic/Latino,0,1,M,0,0,Yes,,3BoardEx
608,DVA,DAVITA INC,61483,CEO,Javier Rodriguez,Hispanic/Latino,0,1,M,0,0,Yes,,3BoardEx
609,EIX,EDISON INTERNATIONAL,9846,CEO,Pedro Pizarro,Hispanic/Latino,0,1,M,0,0,Yes,,3BoardEx
610,HPQ,HP INC,5606,CEO,Enrique Lores,Hispanic/Latino,0,1,M,0,0,Yes,,3BoardEx
611,IR,INGERSOLL RAND INC,30098,CEO,Vicente Reynal,Hispanic/Latino,0,1,M,0,0,Yes,,3BoardEx
612,MSCI,MSCI INC,178507,CEO,Henry Fernandez,Hispanic/Latino,0,1,M,0,0,Yes,,3BoardEx
613,NCLH,NORWEGIAN CRUISE LINE HLDGS,104432,CEO,Frank Del Rio,Hispanic/Latino,0,1,M,0,0,Yes,,3BoardEx
614,PEP,PEPSICO INC,8479,CEO,Ramon Laguarta,Hispanic/Latino,0,1,M,0,0,Yes,,3BoardEx
615,WAB,WABTEC CORP,60979,CEO,Rafael Santana,Hispanic/Latino,0,1,M,0,0,Yes,,3BoardEx
616,INTU,INTUIT INC,27928,CEO,Sasan Goodarzi,Middle Eastern,0,1,M,0,0,Yes,,3BoardEx
617,JNPR,JUNIPER NETWORKS INC,121718,CEO,Rami Rahim,Middle Eastern,0,1,M,0,0,Yes,,3BoardEx
618,MET,METLIFE INC,133768,CEO,Michel Khalaf,Middle Eastern,0,1,M,0,0,Yes,,3BoardEx
619,PLD,PROLOGIS INC,29984,CEO,Hamid Moghadam,Middle Eastern,0,1,M,0,0,Yes,,3BoardEx
620,TWTR,TWITTER INC,18872,TMT,Omid Kordestani,Middle Eastern,0,1,M,0,0,Yes,,3BoardEx
621,WM,WASTE MANAGEMENT INC,14477,CEO,Marz Kord-Gharachorloo,Middle Eastern,0,1,M,0,0,Yes,,3BoardEx
622,WELL,WELLTOWER INC,5543,CEO,Hamed Shahbazi,Middle Eastern,0,1,M,0,0,Yes,,3BoardEx
623,APD,AIR PRODUCTS & CHEMICALS INC,1209,CEO,Seifi Ghasemi,Middle Eastern/Iranian,0,1,M,0,0,Yes,,3BoardEx
