obs,tic,gvkey,conm_x,CrossVerified_ExecType,DirectorName,Ethnicity,Race(black),BE_fromBermissData,Actual_Bermiss_discrepancy,Minority,Gender,Female,Num_Black_TMT,Active2020,CEO_Appointment_date_within_2020,DirectorName_source
401,LUV,9882,SOUTHWEST AIRLINES,CEO,Gary Kelly,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
402,SPG,29389,SPARK POWER GROUP INC (Canaccord Genuity Acquisition Corp prior to 09/2018) (De-listed 12/2023),CEO (Co-CEO),Andrew Clark,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
403,SPG,29389,SPARK POWER GROUP INC (Canaccord Genuity Acquisition Corp prior to 09/2018) (De-listed 12/2023),CEO (Co-CEO),Jason Sparaga,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
404,SWK,10016,STANLEY BLACK & DECKER INC,CEO,Jim Loree,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
405,SBUX,25434,STARBUCKS CORP,CEO,Kevin Johnson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
406,SYK,10115,STRYKER CORP,CEO,Kevin Lobo,Asian/Indian,0,,0,1,M,0,0,Yes,,BoardEx
407,SYF,20686,SYNCHRONY FINANCIAL,CEO,Margaret Keane,Caucasian/White,0,,0,0,F,1,0,Yes,,BoardEx
408,SNPS,24975,SYNOPSYS INC,CEO (Co-CEO),Doctor Aart De Geus,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
409,SNPS,24975,SYNOPSYS INC,CEO (Co-CEO),Doctor Chi-Foon Chan,Asian/Chinese,0,,0,1,M,0,0,Yes,,BoardEx
410,TTWO,64630,TAKE-TWO INTERACTIVE SFTWR,CEO,Strauss Zelnick,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
411,TPR,140541,TAPESTRY INC,CEO,Jide Zeitlin,African American/Black,1,1,0,1,M,0,1,Yes,,Bermiss
412,TGT,3813,TARGET CORP,CEO,Brian Cornell,Caucasian/White,0,1,1,0,M,0,1,Yes,,BoardEx
413,TFX,10407,TELEFLEX INC,CEO,Liam Kelly,Caucasian/White,0,,0,0,M,0,0,No,,BoardEx
414,TU,9899,TELUS CORP,CEO,Darren Entwistle,Caucasian/White,0,1,1,0,M,0,2,Yes,,BoardEx
415,TER,10453,TERADYNE INC,CEO,Mark Jagiela,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
416,TSLA,184996,TESLA INC,CEO,Elon Musk,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
417,TXN,10499,TEXAS INSTRUMENTS INC,CEO,Rich Templeton,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
418,TXT,10519,TEXTRON INC,CEO,Scott Donnelly,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
419,TJX,11672,TJX COS INC (THE),CEO,Ernie Herrman,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
420,TDG,148349,TRANSDIGM GROUP INC,CEO,Doctor Kevin Stein,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
421,TRV,62689,TRAVELERS COS INC,CEO,Alan Schnitzer,Caucasian/White,0,0,0,0,M,0,0,Yes,,Bermiss
422,TFC,11856,TRUIST FINANCIAL CORP,CEO,Kelly King,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
423,TWTR,18872,TWITTER INC,CEO,Jack Dorsey,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
424,TYL,10789,TYLER TECHNOLOGIES INC,CEO,H Moore Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
425,TSN,10793,TYSON FOODS INC -CL A,CEO,Noel White,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
426,UDR,10894,UDR INC,CEO,Tom Toomey,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
427,ULTA,178704,ULTA BEAUTY INC,CEO,Mary Dillon,Caucasian/White,0,,0,0,F,1,0,Yes,,BoardEx
428,UNP,10867,UNION PACIFIC CORP,CEO,Lance Fritz,Caucasian/White,0,1,1,0,M,0,3,Yes,,BoardEx
429,UAL,10795,UNITED AIRLINES HOLDINGS INC,CEO,Brett Hart,African American/Black,1,1,0,1,M,0,1,Yes,Started in 5/1/2020,Bermiss
430,UAL,10795,UNITED AIRLINES HOLDINGS INC,CEO,Oscar Munoz,Hispanic/Latino,0,1,1,1,M,0,1,Yes,Retired in 5/1/2020,BoardEx
431,UPS,10920,UNITED PARCEL SERVICE INC,CEO,Carol Tome,Caucasian/White,0,0,0,0,F,1,0,Yes,Started in 6/1/2020,manually added
432,UPS,10920,UNITED PARCEL SERVICE INC,CEO,David Abney,Caucasian/White,0,0,0,0,M,0,0,Yes,Retired in 5/31/2020,BoardEx
433,URI,66065,UNITED RENTALS INC,CEO,Matt Flannery,Caucasian/White,0,1,1,0,M,0,1,Yes,,BoardEx
434,UNH,10903,UNITEDHEALTH GROUP INC,CEO,Dave Wichmann,Caucasian/White,0,1,1,0,M,0,1,Yes,,BoardEx
435,UHS,11032,UNIVERSAL HEALTH SVCS INC,CEO,Alan Miller,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
436,UNM,12726,UNUM GROUP,CEO,Rick McKenney,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
437,USB,4723,US BANCORP,CEO,Andy Cecere,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
438,VAR,11115,VARIAN MEDICAL SYSTEMS INC,CEO,Dow Wilson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
439,VTR,110179,VENTAS INC,CEO,Debra Cafaro,Caucasian/White,0,,0,0,F,1,0,Yes,,BoardEx
440,VRSK,180652,VERISK ANALYTICS INC,CEO,Scott Stephenson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
441,VZ,,VERIZON COMMUNICATIONS INC,CEO,Hans Vestberg,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
442,VFC,11060,VF CORP,CEO,Steve Rendle,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
443,VICI,32580,VICI PROPERTIES INC,CEO,Ed Pitoniak,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
444,VMC,11228,VICINITY MOTOR CORP (Grande West Transportation Group Inc prior to 03/2021),CEO,William Trainer,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
445,V,179534,VISA INC,CEO,Al Kelly Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
446,VNO,11220,VORNADO REALTY TRUST,CEO,Steve Roth,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
447,VMC,11228,VULCAN MATERIALS CO,CEO,Tom Hill,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
448,WAB,60979,WABTEC CORP,CEO,Rafael Santana,Hispanic/Latino,0,,0,1,M,0,0,Yes,,BoardEx
449,WBA,11264,WALGREENS BOOTS ALLIANCE INC,CEO,Stefano Pessina,Caucasian/White,0,1,1,0,M,0,1,Yes,,BoardEx
450,WFC,8007,WALL FINANCIAL CORP,CEO,Bruno Wall,Caucasian/White,0,1,1,0,M,0,1,Yes,,BoardEx
451,WM,14477,WALLBRIDGE MINING CO LTD,CEO,Marz Kord-Gharachorloo,Middle Eastern,0,,0,1,M,0,0,Yes,,BoardEx
452,WMT,11259,WALMART INC,CEO,Doug McMillon,Caucasian/White,0,0,0,0,M,0,0,Yes,,BoardEx
453,WM,14477,WASTE MANAGEMENT INC,CEO,Jim Fish Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
454,WEC,11550,WEC ENERGY GROUP INC,CEO,Kevin Fletcher,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
455,WFC,8007,WELLS FARGO & CO,CEO,Charlie Scharf,Caucasian/White,0,1,1,0,M,0,1,Yes,,BoardEx
456,WELL,5543,WELLTOWER INC,CEO,Hamed Shahbazi,Middle Eastern,0,,0,1,M,0,0,Yes,,BoardEx
457,WELL,5543,WELLTOWER INC,CEO,Tom DeRosa,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
458,WST,11376,WEST PHARMACEUTICAL SVSC INC,CEO,Eric Green,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
459,WU,175263,WESTERN UNION CO,CEO,Hikmet Ersek,Caucasian/White,0,0,0,0,M,0,0,Yes,,BoardEx
460,WRK,29830,WESTROCK CO,CEO,Steve Voorhees,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
461,WU,175263,WEYERHAEUSER CO,CEO,Devin McGranahan,Caucasian/White,0,0,0,0,M,0,0,Yes,,Bermiss
462,WY,11456,WEYERHAEUSER CO,CEO,Devin Stockfish,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
463,WHR,11465,WHIRLPOOL CORP,CEO,Doctor Marc Bitzer,Caucasian/White,0,1,1,0,M,0,1,Yes,,BoardEx
464,WMB,11506,WILLIAMS COS INC,CEO,Alan Armstrong,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
465,WYNN,149318,WYNN RESORTS LTD,CEO,Matt Maddox,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
466,XRX,11636,XEROX HOLDINGS CORP,CEO,John Visentin,Caucasian/White,0,1,1,0,M,0,3,Yes,,BoardEx
467,XLNX,22325,XILINX INC,CEO,Victor Peng,Asian/Chinese,0,,0,1,M,0,0,Yes,,BoardEx
468,XYL,189491,XYLEM INC,CEO,Patrick Decker,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
469,ZBRA,24405,ZEBRA TECHNOLOGIES CP -CL A,CEO,Anders Gustafsson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
470,ZBH,144559,ZIMMER BIOMET HOLDINGS INC,CEO,Bryan Hanson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
471,ZION,11687,ZIONS BANCORPORATION NA,CEO,Harris Simmons,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
