1+2num,CompanyID,1num,tic,1conm_x,3CompanyName,gvkey,1ceo_minority,1ethnicity (from boardex),1ceo_name,3DirectorName,3FirstName,3LastName,1ceo_race(black),3RoleType,3RoleName,3Seniority,2020_Active_May26_Dec31,3DateStartRole,3DateEndRole,2020_CEO_Change,2020_2CEOs,X3num,X3CompanyID,X3DirectorID
192,191,70,GD,GENERAL DYNAMICS CORP,GENERAL DYNAMICS CORP,5046,0,CAUCASIAN/WHITE,NA,Phebe Novakovic,Phebe,Novakovic,NA,CEO,Chairman/CEO,Executive Director,Yes,1/1/13,,,,195,12984,45561
193,192,433,GE,GENERAL ELECTRIC CO,GENERAL ELECTRIC CO,5047,0,CAUCASIAN/WHITE,NA,Larry Culp Jr,Larry,Culp Jr,NA,CEO,Chairman/CEO,Executive Director,Yes,9/30/18,,,,196,12986,36907
195,194,415,GILD,GILEAD SCIENCES INC,GILEAD SCIENCES INC,24856,0,CAUCASIAN/WHITE,NA,Daniel O'Day,Daniel,O'Day,NA,CEO,Chairman/CEO,Executive Director,Yes,3/1/19,,,,198,13273,1015485
196,195,307,GIS,GENERAL MILLS INC,GENERAL MILLS INC,5071,0,CAUCASIAN/WHITE,NA,Jeff Harmening,Jeff,Harmening,NA,CEO,Chairman/CEO,Executive Director,Yes,1/1/18,,,,199,13034,988199
197,196,108,GL,GLOBE LIFE INC,GLOBE LIFE INC (Torchmark Corp prior to 08/2019),10614,0,CAUCASIAN/WHITE,NA,Gary Coleman,Gary,Coleman,NA,CEO,Co-Chairman/Co-CEO,Executive Director,Yes,4/24/14,12/31/22,,1,200,30937,58941
198,196,108,GL,GLOBE LIFE INC,GLOBE LIFE INC (Torchmark Corp prior to 08/2019),10614,0,CAUCASIAN/WHITE,NA,Larry Hutchison,Larry,Hutchison,NA,CEO,Co-Chairman/Co-CEO,Executive Director,Yes,4/24/14,12/31/22,,1,201,30937,58946
200,198,298,GM,GENERAL MOTORS CO,GENERAL MOTORS CO,5073,0,CAUCASIAN/WHITE,NA,Mary Barra,Mary,Barra,NA,CEO,Chair/CEO,Executive Director,Yes,1/4/16,,,,202,1673114,892349
201,199,356,GOOGL,ALPHABET INC,ALPHABET INC (Google Inc prior to 10/2015),160329,1,INDIAN/SOUTH ASIAN,NA,Sundar Pichai,Sundar,Pichai,NA,CEO,CEO,Executive Director,Yes,12/3/19,,,,204,116351,887679
202,200,13,GPC,GENUINE PARTS CO,GENUINE PARTS CO,5125,0,CAUCASIAN/WHITE,NA,Paul Donahue,Paul,Donahue,NA,CEO,Chairman/CEO,Executive Director,Yes,4/22/19,,,,205,13110,547628
203,201,52,GPN,GLOBAL PAYMENTS INC,GLOBAL PAYMENTS INC,141913,0,CAUCASIAN/WHITE,NA,Jeff Sloan,Jeff,Sloan,NA,CEO,CEO,Executive Director,Yes,6/30/14,6/1/23,,,206,13417,1076347
205,203,459,GS,GOLDMAN SACHS GROUP INC,GOLDMAN SACHS GROUP INC,114628,0,CAUCASIAN/WHITE,NA,David Solomon,David,Solomon,NA,CEO,Chairman/CEO,Executive Director,Yes,1/1/19,,,,207,13564,795984
206,204,227,GWW,GRAINGER (W W) INC,WW GRAINGER INC,5256,0,CAUCASIAN/WHITE,NA,DG Macpherson,DG,Macpherson,NA,CEO,Chairman/CEO,Executive Director,Yes,10/1/17,,,,208,13725,881638
207,205,153,HAL,HALLIBURTON CO,HALLIBURTON CO,5439,0,CAUCASIAN/WHITE,NA,Jeff Miller,Jeff,Miller,NA,CEO,Chairman/President/CEO,Executive Director,Yes,1/1/19,,,,209,14212,1269010
208,206,214,HAS,HASBRO INC,HASBRO INC,5518,0,CAUCASIAN/WHITE,NA,Brian Goldner,Brian,Goldner,NA,CEO,Chairman/CEO,Executive Director,Yes,2/6/17,10/12/21,,,210,14399,205487
209,207,262,HBAN,HUNTINGTON BANCSHARES,HUNTINGTON BANCSHARES INC,5786,0,CAUCASIAN/WHITE,NA,Steve Steinour,Steve,Steinour,NA,CEO,Chairman/President/CEO,Executive Director,Yes,1/14/09,,,,211,15235,200105
210,208,12,HBI,HANESBRANDS INC,HANESBRANDS INC,175319,0,CAUCASIAN/WHITE,NA,Gerald Evans Jr,Gerald,Evans Jr,NA,CEO,CEO,Executive Director,Yes,10/1/16,8/3/20,,,212,882407,514830
211,209,256,HCA,HCA HEALTHCARE INC,HCA HEALTHCARE INC (HCA Holdings Inc prior to 05/2017),22260,0,CAUCASIAN/WHITE,NA,Sam Hazen,Sam,Hazen,NA,CEO,CEO,Executive Director,Yes,1/1/19,,,,213,1692837,35175
212,210,14,HD,HOME DEPOT INC,HOME DEPOT INC,5680,0,CAUCASIAN/WHITE,NA,Craig Menear,Craig,Menear,NA,CEO,Chairman/President/CEO,Executive Director,Yes,2/2/15,10/5/20,,,214,14982,536170
213,211,460,HES,HESS CORP,HESS CORP (Amerada Hess prior to 05/2006),1380,0,CAUCASIAN/WHITE,NA,John Hess,John,Hess,NA,CEO,CEO,Executive Director,Yes,5/16/13,,,,215,1970,64947
214,212,243,HIG,HARTFORD FINANCIAL SERVICES,HARTFORD FINANCIAL SERVICES GROUP INC,61739,0,CAUCASIAN/WHITE,NA,Chris Swift,Chris,Swift,NA,CEO,Chairman/CEO,Executive Director,Yes,1/5/15,,,,216,14372,1073631
215,213,493,HII,HUNTINGTON INGALLS IND INC,HUNTINGTON INGALLS INDUSTRIES INC,186310,0,CAUCASIAN/WHITE,NA,Mike Petters,Mike,Petters,NA,CEO,President/CEO,Executive Director,Yes,3/31/11,3/1/22,,,217,1694757,487356
216,214,71,HLT,HILTON WORLDWIDE HOLDINGS,HILTON WORLDWIDE HOLDINGS INC,5643,0,CAUCASIAN/WHITE,NA,Chris Nassetta,Chris,Nassetta,NA,CEO,President/CEO,Executive Director,Yes,12/12/13,,,,218,2022926,180239
217,215,316,HOLX,HOLOGIC INC,HOLOGIC INC,20904,0,CAUCASIAN/WHITE,NA,Steve MacMillan,Steve,MacMillan,NA,CEO,Chairman/President/CEO,Executive Director,Yes,6/16/15,,,,220,14967,41481
218,216,30,HON,HONEYWELL INTERNATIONAL INC,HONEYWELL INTERNATIONAL INC (AlliedSignal Inc prior to 01/2000),1300,0,CAUCASIAN/WHITE,NA,Darius Adamczyk,Darius,Adamczyk,NA,CEO,Chairman/CEO,Executive Director,Yes,4/23/18,6/1/23,,,221,15029,1205682
219,217,154,HPE,HEWLETT PACKARD ENTERPRISE,HEWLETT PACKARD ENTERPRISE CO,26156,1,HISPANIC/LATIN AMERICAN,NA,Antonio Neri,Antonio,Neri,NA,CEO,President/CEO,Executive Director,Yes,2/1/18,,,,222,2358912,1192124
220,218,357,HPQ,HP INC,HP INC (Hewlett-Packard Co prior to 11/2015),5606,1,HISPANIC/LATIN AMERICAN,NA,Enrique Lores,Enrique,Lores,NA,CEO,President/CEO,Executive Director,Yes,11/1/19,,,,223,14722,607415
221,219,217,HRL,HORMEL FOODS CORP,HORMEL FOODS CORP,5709,0,CAUCASIAN/WHITE,NA,Jim Snee,Jim,Snee,NA,CEO,Chairman/President/CEO,Executive Director,Yes,11/20/17,,,,224,15070,806078
222,220,112,HSIC,HENRY SCHEIN INC,HENRY SCHEIN INC,61494,0,CAUCASIAN/WHITE,NA,Stan Bergman,Stan,Bergman,NA,CEO,Chairman/CEO,Executive Director,Yes,5/18/05,,,,225,14669,85377
223,221,21,HST,HOST HOTELS & RESORTS INC,HOST HOTELS & RESORTS INC,7063,0,CAUCASIAN/WHITE,NA,Jim Risoleo,Jim,Risoleo,NA,CEO,President/CEO,Executive Director,Yes,1/1/17,,,,226,15093,205949
224,222,134,HSY,HERSHEY CO,HERSHEY CO (THE),5597,0,CAUCASIAN/WHITE,NA,Michele Buck,Michele,Buck,NA,CEO,Chairman/President/CEO,Executive Director,Yes,10/11/19,,,,227,14714,485170
225,223,195,HUM,HUMANA INC,HUMANA INC,27914,0,CAUCASIAN/WHITE,NA,Bruce Broussard,Bruce,Broussard,NA,CEO,President/CEO,Executive Director,Yes,1/1/13,1/8/24,,,229,15207,272234
228,226,53,ICE,INTERCONTINENTAL EXCHANGE,INTERCONTINENTAL EXCHANGE INC (IntercontinentalExchange Group Inc prior to 05/2014),163610,0,CAUCASIAN/WHITE,NA,Jeff Sprecher,Jeff,Sprecher,NA,CEO,Chairman/CEO,Executive Director,Yes,11/1/02,,,,231,815224,489174
229,227,280,IDXX,IDEXX LABS INC,IDEXX LABORATORIES INC,24197,0,CAUCASIAN/WHITE,NA,Jonathan Mazelsky,Jonathan,Mazelsky,NA,CEO,President/CEO,Executive Director,Yes,10/23/19,,,,232,15486,1254756
231,229,461,IFF,INTL FLAVORS & FRAGRANCES,INTERNATIONAL FLAVORS & FRAGRANCES INC,6078,0,CAUCASIAN/WHITE,NA,Andreas Fibig,Andreas,Fibig,NA,CEO,Chairman/CEO,Executive Director,Yes,12/1/14,2/14/22,,,233,16530,548131
232,230,206,ILMN,ILLUMINA INC,ILLUMINA INC,138205,1,INDIAN/SOUTH ASIAN,NA,Francis DeSouza,Francis,DeSouza,NA,CEO,President/CEO,Executive Director,Yes,7/5/16,6/11/23,,,234,15581,647025
233,231,295,INCY,INCYTE CORP,INCYTE CORP (Incyte Genomics prior to 03/2003),29127,0,PREFER NOT TO DISCLOSE,NA,Herve Hoppenot,Herve,Hoppenot,NA,CEO,Chairman/President/CEO,Executive Director,Yes,5/22/15,6/5/23,,,236,15783,1249099
234,232,358,INTC,INTEL CORP,INTEL CORP,6008,0,CAUCASIAN/WHITE,NA,Bob Swan,Bob,Swan,NA,CEO,CEO,Executive Director,Yes,1/30/19,2/15/21,,,240,16239,48076
235,233,359,INTU,INTUIT INC,INTUIT INC,27928,1,MIDDLE-EASTERN/NORTH AFRICAN,NA,Sasan Goodarzi,Sasan,Goodarzi,NA,CEO,President/CEO,Executive Director,Yes,1/1/19,2/1/24,,,241,16626,556870
236,234,269,INVH,INVITATION HOMES INC,INVITATION HOMES INC,30004,0,CAUCASIAN/WHITE,NA,Dallas Tanner,Dallas,Tanner,NA,CEO,President/CEO,Executive Director,Yes,1/16/19,3/1/23,,,242,2607907,1862251
237,235,253,IP,INTL PAPER CO,INTERNATIONAL PAPER CO,6104,0,CAUCASIAN/WHITE,NA,Mark Sutton,Mark,Sutton,NA,CEO,Chairman/CEO,Executive Director,Yes,1/1/15,,,,243,16569,621903
238,236,462,IPG,INTERPUBLIC GROUP OF COS,INTERPUBLIC GROUP OF COMPANIES INC,6136,0,CAUCASIAN/WHITE,NA,Michael Roth,Michael,Roth,NA,CEO,Chairman/CEO,Executive Director,Yes,1/19/05,1/1/21,,,244,16427,48701
239,237,178,IPGP,IPG PHOTONICS CORP,IPG PHOTONICS CORP,175955,0,CAUCASIAN/WHITE,NA,Doctor Valentin Gapontsev,Valentin,Gapontsev,NA,CEO,Chairman/CEO,Executive Director,Yes,1/1/98,5/4/21,,,245,16949,552050
240,238,64,IQV,IQVIA HOLDINGS INC,IQVIA HOLDINGS INC (Quintiles IMS Holdings Inc prior to 11/2017),17928,0,CAUCASIAN/WHITE,NA,Ari Bousbib,Ari,Bousbib,NA,CEO,Chairman/President/CEO,Executive Director,Yes,10/3/16,,,,246,1951118,33049
241,239,31,IR,INGERSOLL RAND INC,INGERSOLL RAND INC (Gardner Denver Holdings Inc prior to 03/2020),30098,0,CAUCASIAN/WHITE,NA,Vicente Reynal,Vicente,Reynal,NA,CEO,President/CEO,Executive Director,Yes,5/12/17,11/9/21,,,247,2656398,1912562
242,240,434,IRM,IRON MOUNTAIN INC,IRON MOUNTAIN INC,62374,0,CAUCASIAN/WHITE,NA,Bill Meaney,Bill,Meaney,NA,CEO,President/CEO,Executive Director,Yes,1/7/13,,,,248,17012,1188382
243,241,360,ISRG,INTUITIVE SURGICAL INC,INTUITIVE SURGICAL INC,136725,0,CAUCASIAN/WHITE,NA,Doctor Gary Guthart,Gary,Guthart,NA,CEO,President/CEO,Executive Director,Yes,1/1/10,5/16/23,,,249,16627,324511
244,242,236,IT,GARTNER INC,GARTNER INC (Gartner Group Inc prior to 08/2001),12441,0,CAUCASIAN/WHITE,NA,Gene Hall,Gene,Hall,NA,CEO,CEO,Executive Director,Yes,8/3/04,,,,250,12862,35090
245,243,386,ITW,ILLINOIS TOOL WORKS,ILLINOIS TOOL WORKS INC (ITW),5878,0,CAUCASIAN/WHITE,NA,Ernest Santi,Ernest,Santi,NA,CEO,Chairman/CEO,Executive Director,Yes,5/8/15,1/1/24,,,251,15580,534201
246,244,54,IVZ,INVESCO LTD,INVESCO LTD (Invesco PLC prior to 12/2007),29804,0,CAUCASIAN/WHITE,NA,Marty Flanagan,Marty,Flanagan,NA,CEO,President/CEO,Executive Director,Yes,8/1/05,6/30/23,,,252,2129,36584
247,245,270,J,JACOBS ENGINEERING GROUP INC,JACOBS SOLUTIONS INC (Jacobs Engineering Group Inc prior to 08/2022),6216,0,CAUCASIAN/WHITE,NA,Steve Demetriou,Steve,Demetriou,NA,CEO,Chairman/CEO,Executive Director,Yes,7/28/16,1/24/23,,,253,17251,349932
248,246,4,JBHT,HUNT (JB) TRANSPRT SVCS INC,HUNT(J.B.)TRANSPORT SERVICES INC,5783,0,CAUCASIAN/WHITE,NA,John Roberts III,John,Roberts III,NA,CEO,President/CEO,Executive Director,Yes,1/1/11,8/1/22,,,254,15223,497950
249,247,63,JKHY,HENRY (JACK) & ASSOCIATES,JACK HENRY & ASSOCIATES INC,11811,0,CAUCASIAN/WHITE,NA,Dave Foss,Dave,Foss,NA,CEO,President/CEO,Executive Director,Yes,7/1/17,7/1/21,,,255,14668,836736
250,248,211,JNJ,JOHNSON & JOHNSON,JOHNSON & JOHNSON,6266,0,CAUCASIAN/WHITE,NA,Alex Gorsky,Alex,Gorsky,NA,CEO,Chairman/CEO,Executive Director,Yes,12/28/12,1/3/22,,,256,17478,747756
251,249,361,JNPR,JUNIPER NETWORKS INC,JUNIPER NETWORKS INC,121718,1,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),NA,Rami Rahim,Rami,Rahim,NA,CEO,CEO,Executive Director,Yes,11/10/14,,,,258,17580,1275216
252,250,463,JPM,JPMORGAN CHASE & CO,JPMORGAN CHASE & CO,2968,0,CAUCASIAN/WHITE,NA,Jamie Dimon,Jamie,Dimon,NA,CEO,Chairman/CEO,Executive Director,Yes,1/30/18,,,,259,17528,33908
253,251,97,K,KELLOGG CO,KELLANOVA CO (Kellogg Co prior to 10/2023),6375,0,CAUCASIAN/WHITE,NA,Steve Cahillane,Steve,Cahillane,NA,CEO,Chairman/President/CEO,Executive Director,Yes,3/16/18,,,,260,17777,455061
254,252,317,KDP,KEURIG DR PEPPER INC,KEURIG DR PEPPER INC (Dr Pepper Snapple Group Inc prior to 07/2018),28877,0,CAUCASIAN/WHITE,NA,Bob Gamgort Jr,Bob,Gamgort Jr,NA,CEO,Chairman/President/CEO,Executive Director,Yes,1/13/19,7/29/22,,,262,1057037,989294
255,253,283,KEY,KEYCORP,KEYCORP,9783,0,CAUCASIAN/WHITE,NA,Beth Mooney,Beth,Mooney,NA,CEO,Chairman/President/CEO,Executive Director,No,5/1/11,5/1/20,,,263,17862,50551
256,254,394,KEYS,KEYSIGHT TECHNOLOGIES INC,KEYSIGHT TECHNOLOGIES INC,20232,0,CAUCASIAN/WHITE,NA,Ron Nersesian,Ron,Nersesian,NA,CEO,Chairman/President/CEO,Executive Director,Yes,11/1/19,5/1/22,,,264,2163313,598783
258,256,138,KIM,KIMCO REALTY CORP,KIMCO REALTY CORP,24731,0,CAUCASIAN/WHITE,NA,Conor Flynn,Conor,Flynn,NA,CEO,CEO,Executive Director,Yes,2/27/17,,,,265,17915,888666
259,257,362,KLAC,KLA CORP,KLA CORP (KLA Tencor Corp prior to 07/2019),6304,0,CAUCASIAN/WHITE,NA,Rick Wallace,Rick,Wallace,NA,CEO,President/CEO,Executive Director,Yes,11/13/08,,,,267,17984,51071
261,259,155,KMI,KINDER MORGAN INC,KINDER MORGAN INC (Kinder Morgan Holdco LLC prior to 02/2011),6310,0,CAUCASIAN/WHITE,NA,Steve Kean,Steve,Kean,NA,CEO,CEO,Executive Director,Yes,4/18/18,8/1/23,,,268,1687673,480557
262,260,258,KMX,CARMAX INC,CARMAX INC,64410,0,CAUCASIAN/WHITE,NA,Bill Nash,Bill,Nash,NA,CEO,President/CEO,Executive Director,Yes,9/1/16,,,,269,107377,1011736
263,261,55,KO,COCA-COLA CO,COCA-COLA CO,3144,0,CAUCASIAN/WHITE,NA,James Quincey,James,Quincey,NA,CEO,Chairman/CEO,Executive Director,Yes,4/24/19,,,,270,7204,877797
264,262,176,KR,KROGER CO,KROGER CO,6502,0,CAUCASIAN/WHITE,NA,William McMullen,William,McMullen,NA,CEO,Chairman/CEO,Executive Director,Yes,1/1/15,,,,271,18195,35937
265,263,107,KSU,KANSAS CITY SOUTHERN,KANSAS CITY SOUTHERN (De-listed 12/2021),6335,0,CAUCASIAN/WHITE,NA,Pat Ottensmeyer,Pat,Ottensmeyer,NA,CEO,President/CEO,Executive Director,Yes,7/1/16,12/14/21,,,272,17690,489655
266,264,464,L,LOEWS CORP,LOEWS CORP,6781,0,CAUCASIAN/WHITE,NA,Jim Tisch,Jim,Tisch,NA,CEO,President/CEO,Executive Director,Yes,1/1/99,,,,274,19065,36800
267,265,72,LDOS,LEIDOS HOLDINGS INC,LEIDOS HOLDINGS INC (SAIC Inc prior to 09/2013),165123,0,CAUCASIAN/WHITE,NA,Roger Krone,Roger,Krone,NA,CEO,Chairman/CEO,Executive Director,Yes,3/20/15,5/3/23,,,275,660090,881227
269,267,128,LEN,LENNAR CORP,LENNAR CORP,6669,0,CAUCASIAN/WHITE,NA,Rick Beckwitt,Rick,Beckwitt,NA,CEO,CEO,Executive Director,Yes,4/11/18,11/2/20,,,276,18703,67887
270,268,6,LH,LABORATORY CP OF AMER HLDGS,LABORATORY CORP OF AMERICA HLDGS (LABCORP),14960,0,CAUCASIAN/WHITE,NA,Adam Schechter,Adam,Schechter,NA,CEO,President/CEO,Executive Director,No,11/1/19,5/13/20,,,277,18319,495421
271,269,95,LHX,L3HARRIS TECHNOLOGIES INC,L3HARRIS TECHNOLOGIES INC (Harris Corp prior to 07/2019),5492,0,CAUCASIAN/WHITE,NA,Bill Brown,Bill,Brown,NA,CEO,Chairman (Executive)/CEO,Executive Director,Yes,6/29/19,6/29/21,,,278,14355,484620
272,270,387,LKQ,LKQ CORP,LKQ CORPORATION INC,155394,0,CAUCASIAN/WHITE,NA,Nick Zarcone,Nick,Zarcone,NA,CEO,President/CEO,Executive Director,Yes,5/31/17,,,,279,463860,1523271
273,271,249,LLY,LILLY (ELI) & CO,ELI LILLY & CO,6730,0,CAUCASIAN/WHITE,NA,Dave Ricks,Dave,Ricks,NA,CEO,Chair/President/CEO,Executive Director,Yes,6/1/17,,,,280,18888,1068880
274,272,22,LMT,LOCKHEED MARTIN CORP,LOCKHEED MARTIN CORP,6774,0,CAUCASIAN/WHITE,NA,Marillyn Hewson,Marillyn,Hewson,NA,CEO,Chairman/President/CEO,Executive Director,Yes,1/1/14,6/15/20,,,281,19048,202548
275,273,187,LNC,LINCOLN NATIONAL CORP,LINCOLN NATIONAL CORP,6742,0,CAUCASIAN/WHITE,NA,Dennis Glass,Dennis,Glass,NA,CEO,President/CEO,Executive Director,Yes,7/6/07,5/27/22,,,282,18908,54612
276,274,406,LNT,ALLIANT ENERGY CORP,ALLIANT ENERGY CORP,11554,0,CAUCASIAN/WHITE,NA,John Larsen,John,Larsen,NA,CEO,Chair/President/CEO,Executive Director,Yes,7/1/19,2/27/23,,,283,1476,896820
277,275,3,LOW,LOWE'S COS INC,LOWE'S COS INC,6829,1,BLACK/AFRICAN AMERICAN,NA,Marvin Ellison,Marvin,Ellison,NA,CEO,President/CEO,Executive Director,Yes,7/2/18,6/1/21,,,285,19193,489833
278,276,427,LRCX,LAM RESEARCH CORP,LAM RESEARCH CORP,6565,0,CAUCASIAN/WHITE,NA,Tim Archer,Tim,Archer,NA,CEO,President/CEO,Executive Director,Yes,12/5/18,,,,286,18384,487342
279,277,88,LUMN,LUMEN TECHNOLOGIES INC,LUMEN TECHNOLOGIES INC (CenturyLink Inc prior to 09/2020),2884,0,CAUCASIAN/WHITE,NA,Jeff Storey,Jeff,Storey,NA,CEO,President/CEO,Executive Director,Yes,5/23/18,11/7/22,,,288,6353,730057
280,278,272,LUV,SOUTHWEST AIRLINES,SOUTHWEST AIRLINES CO,9882,0,CAUCASIAN/WHITE,NA,Gary Kelly,Gary,Kelly,NA,CEO,Chairman/CEO,Executive Director,Yes,1/10/17,2/1/22,,,289,28696,44881
281,279,135,LVS,LAS VEGAS SANDS CORP,LAS VEGAS SANDS CORP,161844,0,CAUCASIAN/WHITE,NA,Sheldon Adelson,Sheldon,Adelson,NA,CEO,Chairman/CEO/Treasurer,Executive Director,Yes,8/1/04,1/11/21,,,290,603630,373289
282,280,104,LW,LAMB WESTON HOLDINGS INC,LAMB WESTON HOLDINGS INC,28790,0,CAUCASIAN/WHITE,NA,Tom Werner,Tom,Werner,NA,CEO,President/CEO,Executive Director,Yes,11/9/16,,,,291,2558653,1595178
283,281,156,LYB,LYONDELLBASELL INDUSTRIES NV,LYONDELLBASELL INDUSTRIES NV,294524,1,INDIAN/SOUTH ASIAN,NA,Bob Patel,Bob,Patel,NA,CEO,CEO,Executive Director,Yes,6/1/18,12/31/21,,,293,1667126,1092110
284,282,331,LYV,LIVE NATION ENTERTAINMENT,LIVE NATION ENTERTAINMENT INC (Live Nation Inc prior to 01/2010),165746,0,CAUCASIAN/WHITE,NA,Michael Rapino,Michael,Rapino,NA,CEO,President/CEO,Executive Director,Yes,1/1/18,,,,294,814633,551171
286,284,254,MAA,MID-AMERICA APT CMNTYS INC,MID-AMERICA APARTMENT COMMUNITIES INC,29649,0,CAUCASIAN/WHITE,NA,H Bolton Jr,H,Bolton Jr,NA,CEO,Chairman/President/CEO,Executive Director,Yes,10/1/02,,,,295,20625,341827
287,285,23,MAR,MARRIOTT INTL INC,MARRIOTT INTERNATIONAL INC,28930,0,CAUCASIAN/WHITE,NA,Arne Sorenson,Arne,Sorenson,NA,CEO,President/CEO,Executive Director,Yes,3/31/12,2/15/21,,,297,19706,38571
288,286,299,MAS,MASCO CORP,MASCO CORP,7085,0,CAUCASIAN/WHITE,NA,Keith Allman,Keith,Allman,NA,CEO,President/CEO,Executive Director,Yes,2/14/14,,,,298,19758,1135450
289,287,388,MCD,MCDONALD'S CORP,MCDONALD'S CORP,7154,0,CAUCASIAN/WHITE,NA,Chris Kempczinski,Chris,Kempczinski,NA,CEO,President/CEO,Executive Director,Yes,11/1/19,,,,299,19944,1381393
290,288,38,MCHP,MICROCHIP TECHNOLOGY INC,MICROCHIP TECHNOLOGY INC,27965,1,INDIAN/SOUTH ASIAN,NA,Steve Sanghi,Steve,Sanghi,NA,CEO,Chairman/CEO,Executive Director,Yes,2/3/16,3/1/21,,,300,20566,61502
291,289,273,MCK,MCKESSON CORP,MCKESSON CORP (McKesson HBOC Inc prior to 08/2001),7171,0,CAUCASIAN/WHITE,NA,Doctor Brian Tyler,Brian,Tyler,NA,CEO,CEO,Executive Director,Yes,4/1/19,,,,301,19966,509859
292,290,465,MCO,MOODY'S CORP,MOODYS CORP,139665,0,CAUCASIAN/WHITE,NA,Raymond McDaniel Jr,Raymond,McDaniel Jr,NA,CEO,President/CEO,Executive Director,Yes,4/19/12,12/31/20,,,302,21071,49681
293,291,389,MDLZ,MONDELEZ INTERNATIONAL INC,MONDELEZ INTERNATIONAL INC,142953,0,CAUCASIAN/WHITE,NA,Doctor Dirk van de Put,Dirk ,van de Put,NA,CEO,Chairman/CEO,Executive Director,Yes,4/1/18,,,,304,18164,640369
294,292,466,MET,METLIFE INC,METLIFE INC,133768,1,MIDDLE-EASTERN/NORTH AFRICAN,NA,Michel Khalaf,Michel,Khalaf,NA,CEO,President/CEO,Executive Director,Yes,5/1/19,,,,306,20426,1135745
295,293,416,META,META PLATFORMS INC,META PLATFORMS INC (Facebook Inc prior to 11/2021),170617,0,CAUCASIAN/WHITE,NA,Mark Zuckerberg,Mark,Zuckerberg,NA,CEO,Chairman/CEO,Executive Director,Yes,5/18/12,,,,308,1820060,646335
296,294,1,MHK,MOHAWK INDUSTRIES INC,MOHAWK INDUSTRIES INC,25119,0,CAUCASIAN/WHITE,NA,Jeff Lorberbaum,Jeff,Lorberbaum,NA,CEO,Chairman/CEO,Executive Director,Yes,11/4/09,,,,309,20964,64542
297,295,8,MKC,MCCORMICK & CO INC,MCCORMICK & CO INC,7146,0,CAUCASIAN/WHITE,NA,Lawrence Kurzius,Lawrence,Kurzius,NA,CEO,Chairman/President/CEO,Executive Director,Yes,1/31/17,6/1/22,,,311,19939,481697
298,296,467,MKTX,MARKETAXESS HOLDINGS INC,MARKETAXESS HOLDINGS INC,158742,0,CAUCASIAN/WHITE,NA,Rick McVey,Rick,McVey,NA,CEO,Chairman/CEO,Executive Director,Yes,9/13/06,4/3/23,,,312,551122,446101
299,297,18,MLM,MARTIN MARIETTA MATERIALS,MARTIN MARIETTA MATERIALS INC,29733,0,CAUCASIAN/WHITE,NA,Ward Nye,Ward,Nye,NA,CEO,Chairman/President/CEO,Executive Director,Yes,5/22/14,,,,313,19739,841525
300,298,468,MMC,MARSH & MCLENNAN COS,MARSH & MCLENNAN COMPANIES INC,7065,0,CAUCASIAN/WHITE,NA,Dan Glaser,Dan,Glaser,NA,CEO,President/CEO,Executive Director,Yes,1/1/13,12/31/22,,,314,19713,592845
301,299,334,MMM,3M CO,3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),7435,0,CAUCASIAN/WHITE,NA,Mike Roman,Mike,Roman,NA,CEO,Chairman/President/CEO,Executive Director,Yes,6/1/19,9/1/23,,,315,20777,1310783
302,300,123,MNST,MONSTER BEVERAGE CORP,MONSTER BEVERAGE CORP (Hansen Natural Corp prior to 12/2011),24316,0,CAUCASIAN/WHITE,NA,Rodney Sacks,Rodney,Sacks,NA,CEO,Chairman/CEO,Executive Director,Yes,7/1/96,1/13/21,,,316,14301,343707
304,302,122,MOS,MOSAIC CO,MOSAIC CO,162129,0,CAUCASIAN/WHITE,NA,Joc O'Rourke,Joc,O'Rourke,NA,CEO,President/CEO,Executive Director,Yes,8/5/15,8/29/23,,,317,550358,549793
305,303,81,MPC,MARATHON PETROLEUM CORP,MADISON PACIFIC PROPERTIES INC,186989,0,CAUCASIAN/WHITE,NA,Marvin Haasen,Marvin,Haasen,NA,CEO,President/CEO,Executive Director,Yes,11/1/12,7/17/23,,,318,1604377,2121957
306,304,288,MRK,MERCK & CO,MERCK & CO INC (Schering-Plough Corp prior to 11/2009),7257,1,BLACK/AFRICAN AMERICAN,NA,Ken Frazier,Ken,Frazier,NA,CEO,Chairman/President/CEO,Executive Director,Yes,12/1/11,4/1/21,,,319,27219,31551
307,305,318,MRNA,MODERNA INC,MODERNA INC,34410,0,CAUCASIAN/WHITE,NA,Stephane Bancel,Stephane,Bancel,NA,CEO,CEO,Executive Director,Yes,12/7/18,,,,320,2959246,507530
308,306,157,MRO,MARATHON OIL CORP,MARATHON OIL CORP (USX Marathon Group prior to 01/2002),7017,0,CAUCASIAN/WHITE,NA,Lee Tillman,Lee,Tillman,NA,CEO,Chairman/President/CEO,Executive Director,Yes,2/1/19,,,,321,32067,1314672
309,307,469,MS,MORGAN STANLEY,MORGAN STANLEY (Morgan Stanley Dean Witter & Co prior to 07/2002),12124,0,CAUCASIAN/WHITE,NA,James Gorman,James,Gorman,NA,CEO,Chairman/CEO,Executive Director,Yes,1/1/12,1/1/24,,,322,21105,34080
