"coid","tic","conm_x","gvkey","ceo_name","2First.x","2Last.x","ceo_ethnicity","ceo_race(black)","ceo_minority","ceo_gender","ceo_female","2020_active","2020_active_may26_dec31","2020_two_ceos","2020_co-ceo","2020_ceo_change","2020_ceo_change_date","2020_in_or_out","ethnicity_boardex","BE_from_bermiss","Actual_Bermiss_discrepancy","RoleType_boardex","RoleName_boardex","Interim_boardex","DateStartRole_boardex","DateEndRole_boardex","2First.y","2Last.y"
106,"EVRG","EVERGY INC",6338,"Terry Bassham",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"6/5/18","1/4/21",NA,NA
173,"ES","EVERSOURCE ENERGY",7970,"Jim Judge",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"5/3/17","5/5/21",NA,NA
383,"EXC","EXELON CORP",8539,"Chris Crane",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","President/CEO",0,"3/12/12","10/17/22",NA,NA
399,"EXPE","EXPEDIA GROUP INC",126296,"Mark Okerstrom",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"8/17/24","12/4/19",NA,NA
399,"EXPE","EXPEDIA GROUP INC",126296,"Peter Kern",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"4/22/20",NA,NA,NA
398,"EXPD","EXPEDITORS INTL WASH INC",4494,"Jeff Musser",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"3/1/14",NA,NA,NA
47,"EXR","EXTRA SPACE STORAGE INC",160479,"Joe Margolis",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"5/18/17",NA,NA,NA
278,"XOM","EXXON MOBIL CORP",4503,"Darren Woods",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"1/1/17",NA,NA,NA
400,"FFIV","F5 INC",121077,"Francois Locoh-Donou",NA,NA,"African American/Black",1,1,"M",0,1,1,0,0,0,NA,NA,"BLACK/AFRICAN AMERICAN",1,0,"CEO",NA,0,NA,NA,NA,NA
113,"FAST","FASTENAL CO",14225,"Dan Florness",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/1/16",NA,NA,NA
20,"FRT","FEDERAL REALTY INVESTMENT TR",4605,"Don Wood",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/1/03","3/11/21",NA,NA
252,"FDX","FEDEX CORP",4598,"Fred Smith",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"2/1/17","5/31/22",NA,NA
118,"FIS","FIDELITY NATIONAL INFO SVCS",165993,"Gary Norcross",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"5/30/18","3/9/21",NA,NA
443,"FRC","FIRST REPUBLIC BANK",14275,"James H. Herbert II",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"6/7/05","3/13/22",NA,NA
140,"FE","FIRSTENERGY CORP",8099,"Steven E. Strah",NA,NA,"Caucasian/White",0,0,"M",0,1,0,1,0,1,"10/29/20","incoming","CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"10/1/20",NA,NA,NA
140,"FE","FIRSTENERGY CORP",8099,"Steven E. Strah",NA,NA,"Caucasian/White",0,0,"M",0,1,0,1,0,1,"10/29/20","incoming","CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"10/1/20",NA,NA,NA
140,"FE","FIRSTENERGY CORP",8099,"Chuck Jones Jr",NA,NA,"Caucasian/White",0,0,"M",0,1,0,1,0,1,"10/29/20","outgoing","CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/1/15","5/24/20",NA,NA
140,"FE","FIRSTENERGY CORP",8099,"Chuck Jones Jr",NA,NA,"Caucasian/White",0,0,"M",0,1,0,1,0,1,"10/29/20","outgoing","CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/1/15","5/24/20",NA,NA
92,"FISV","FISERV INC",12635,"Frank J. Bisignano",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"ASIAN (EXCLUDE INDIAN/SOUTH ASIAN)",NA,0,"CEO",NA,0,"7/1/20",NA,NA,NA
226,"FBHS","FORTUNE BRANDS HOME & SECUR",188255,"Nicholas Fink",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,1,"20-Jan","incoming","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"1/6/20",NA,NA,NA
411,"BEN","FRANKLIN RESOURCES INC",4885,"Gregory E. Johnson",NA,NA,"Caucasian/White",0,0,"M",0,1,0,0,0,1,"20-Feb","outgoing","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"7/5/24","2/11/20",NA,NA
139,"FLIR","FLIR SYSTEMS INC",28477,"Jim Cannon",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"6/19/17","5/14/21",NA,NA
268,"FLS","FLOWSERVE CORP",4108,"Robert Rowe",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"4/1/17",NA,NA,NA
438,"FMC","FMC CORP",4510,"Doctor Pierre Brondeau",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"6/1/18","5/31/20",NA,NA
297,"F","FORD MOTOR CO",4839,"Jim Hackett",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,1,"10/1/20","outgoing","CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"5/22/17","10/1/20",NA,NA
297,"F","FORD MOTOR CO",4839,"James D. Farley Jr.",NA,NA,"Caucasian/White",0,0,"M",0,1,1,1,0,1,"10/1/20","incoming","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"10/1/20",NA,NA,NA
355,"FTNT","FORTINET INC",183377,"Ken Xie",NA,NA,"Asian/Chinese",0,1,"M",0,1,1,0,0,0,NA,NA,"ASIAN (EXCLUDE INDIAN/SOUTH ASIAN)",NA,0,"CEO","Chairman/CEO",0,"11/11/13",NA,NA,NA
192,"FTV","FORTIVE CORP",26590,"Jim Lico",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"7/2/16",NA,NA,NA
411,"BEN","FRANKLIN RESOURCES INC",4885,"Jennifer M. Johnson",NA,NA,"Caucasian/White",0,0,"F",1,1,1,0,0,1,"20-Feb","incoming","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"2/11/20",NA,NA,NA
385,"IEX","IDEX CORP",15267,"Andrew K. Silvernail",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,1,"20-Dec","outgoing","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"1/1/11","12/15/20",NA,NA
458,"FOXA","FOX CORP",34636,"Lachlan K. Murdoch",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"3/19/24",NA,NA,NA
385,"IEX","IDEX CORP",15267,"Eric D. Ashleman",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,1,"20-Dec","incoming","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"12/15/20",NA,NA,NA
22,"LMT","LOCKHEED MARTIN CORP",6774,"Marillyn Hewson",NA,NA,"Caucasian/White",0,0,"F",1,1,1,1,0,1,"6/15/20","outgoing",NA,NA,0,"CEO","President/CEO",0,NA,NA,NA,NA
37,"FCX","FREEPORT-MCMORAN INC",14590,"Richard Adkerson",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Vice Chairman/President/CEO",0,"5/31/13","2/2/21",NA,NA
444,"GPS","GAP INC",4990,"Art Peck",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"2/15/24","11/19/24",NA,NA
236,"IT","GARTNER INC",12441,"Gene Hall",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"8/3/04",NA,NA,NA
384,"GEHC","GE HEALTHCARE TECHNOLOGI INC",41818,"Kieran Murphy",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"6/1/17","1/3/22",NA,NA
70,"GD","GENERAL DYNAMICS CORP",5046,"Phebe Novakovic",NA,NA,"Caucasian/White",0,0,"F",1,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"1/1/13",NA,NA,NA
433,"GE","GENERAL ELECTRIC CO",5047,"Larry Culp Jr",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"9/30/18",NA,NA,NA
307,"GIS","GENERAL MILLS INC",5071,"Jeffrey Harmening",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",0,0,"CEO","Chairman/CEO",0,"1/1/18",NA,NA,NA
298,"GM","GENERAL MOTORS CO",5073,"Mary Barra",NA,NA,"Caucasian/White",0,0,"F",1,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","Chair/CEO",0,"1/4/16",NA,NA,NA
13,"GPC","GENUINE PARTS CO",5125,"Paul Donahue",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"4/22/19",NA,NA,NA
415,"GILD","GILEAD SCIENCES INC",24856,"Daniel O'Day",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",0,0,"CEO","Chairman/CEO",0,"3/1/19",NA,NA,NA
52,"GPN","GLOBAL PAYMENTS INC",141913,"Jeff Sloan",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"6/30/14","6/1/23",NA,NA
108,"GL","GLOBE LIFE INC",10614,"Gary Coleman",NA,NA,"Caucasian/White",0,0,"M",0,1,1,1,1,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Co-Chairman/Co-CEO",0,"4/24/14","12/31/22",NA,NA
108,"GL","GLOBE LIFE INC",10614,"Gary Coleman",NA,NA,"Caucasian/White",0,0,"M",0,1,1,1,1,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Co-Chairman/Co-CEO",0,"4/24/14","12/31/22",NA,NA
108,"GL","GLOBE LIFE INC",10614,"Larry Hutchison",NA,NA,"Caucasian/White",0,0,"M",0,1,1,1,1,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Co-Chairman/Co-CEO",0,"4/24/14","12/31/22",NA,NA
108,"GL","GLOBE LIFE INC",10614,"Larry Hutchison",NA,NA,"Caucasian/White",0,0,"M",0,1,1,1,1,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Co-Chairman/Co-CEO",0,"4/24/14","12/31/22",NA,NA
459,"GS","GOLDMAN SACHS GROUP INC",114628,"David Solomon",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"1/1/19",NA,NA,NA
227,"GWW","GRAINGER (W W) INC",5256,"DG Macpherson",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"10/1/17",NA,NA,NA
153,"HAL","HALLIBURTON CO",5439,"Jeff Miller",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"1/1/19",NA,NA,NA
243,"HIG","HARTFORD FINANCIAL SERVICES",61739,"Chris Swift",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"1/5/15",NA,NA,NA
214,"HAS","HASBRO INC",5518,"Brian Goldner",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"2/6/17","10/12/21",NA,NA
256,"HCA","HCA HEALTHCARE INC",22260,"Sam Hazen",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"1/1/19",NA,NA,NA
422,"PEAK","HEALTHPEAK PROPERTIES INC",13125,"Tom Herzog",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"1/1/17","10/6/22",NA,NA
63,"JKHY","HENRY (JACK) & ASSOCIATES",11811,"Dave Foss",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"7/1/17","7/1/21",NA,NA
112,"HSIC","HENRY SCHEIN INC",61494,"Stan Bergman",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"5/18/05",NA,NA,NA
134,"HSY","HERSHEY CO",5597,"Michele Buck",NA,NA,"Caucasian/White",0,0,"F",1,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"10/11/19",NA,NA,NA
460,"HES","HESS CORP",1380,"John Hess",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"5/16/13",NA,NA,NA
154,"HPE","HEWLETT PACKARD ENTERPRISE",26156,"Antonio Neri",NA,NA,"Hispanic/Argentinian",0,1,"M",0,1,1,0,0,0,NA,NA,"HISPANIC/LATIN AMERICAN",NA,0,"CEO","President/CEO",0,"2/1/18",NA,NA,NA
71,"HLT","HILTON WORLDWIDE HOLDINGS",5643,"Chris Nassetta",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"12/12/13",NA,NA,NA
316,"HOLX","HOLOGIC INC",20904,"Steve MacMillan",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"6/16/15",NA,NA,NA
30,"HON","HONEYWELL INTERNATIONAL INC",1300,"Darius Adamczyk",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"4/23/18","6/1/23",NA,NA
217,"HRL","HORMEL FOODS CORP",5709,"Jim Snee",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"11/20/17",NA,NA,NA
21,"HST","HOST HOTELS & RESORTS INC",7063,"Jim Risoleo",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/1/17",NA,NA,NA
199,"HWM","HOWMET AEROSPACE INC",28192,"John C. Plant",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"4/1/20",NA,NA,NA
357,"HPQ","HP INC",5606,"Enrique Lores",NA,NA,"Hispanic/Latino",0,1,"M",0,1,1,0,0,0,NA,NA,"HISPANIC/LATIN AMERICAN",NA,0,"CEO","President/CEO",0,"11/1/19",NA,NA,NA
195,"HUM","HUMANA INC",27914,"Bruce Broussard",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/1/13","1/8/24",NA,NA
4,"JBHT","HUNT (JB) TRANSPRT SVCS INC",5783,"John Roberts III",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/1/11","8/1/22",NA,NA
262,"HBAN","HUNTINGTON BANCSHARES",5786,"Steve Steinour",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"1/14/09",NA,NA,NA
493,"HII","HUNTINGTON INGALLS IND INC",186310,"Mike Petters",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","President/CEO",0,"3/31/11","3/1/22",NA,NA
22,"LMT","LOCKHEED MARTIN CORP",6774,"James D. Taiclet",NA,NA,"Caucasian/White",0,0,"M",1,1,1,1,0,1,"6/15/20","incoming","CAUCASIAN/WHITE",1,0,"CEO","Chairman/President/CEO",0,"1/1/14","6/15/20",NA,NA
32,"NUE","NUCOR CORP",8030,"Leon J. Topalian",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,1,"20-Jan","incoming","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"1/1/20",NA,NA,NA
280,"IDXX","IDEXX LABS INC",24197,"Jonathan Mazelsky",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"10/23/19",NA,NA,NA
386,"ITW","ILLINOIS TOOL WORKS",5878,"Ernest Santi",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"5/8/15","1/1/24",NA,NA
206,"ILMN","ILLUMINA INC",138205,"Francis DeSouza",NA,NA,"Asian/Indian",0,1,"M",0,1,1,0,0,0,NA,NA,"INDIAN/SOUTH ASIAN",NA,0,"CEO","President/CEO",0,"7/5/16","6/11/23",NA,NA
295,"INCY","INCYTE CORP",29127,"Herve Hoppenot",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"PREFER NOT TO DISCLOSE",NA,0,"CEO","Chairman/President/CEO",0,"5/22/15","6/5/23",NA,NA
31,"IR","INGERSOLL RAND INC",30098,"Vicente Reynal",NA,NA,"Hispanic/Latino",0,1,"M",0,1,1,0,0,0,NA,NA,NA,NA,0,"CEO","President/CEO",0,"5/12/17","11/9/21",NA,NA
320,"PODD","INSULET CORP",177227,"Shacey Petrovic",NA,NA,"Caucasian/White",0,0,"F",1,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/1/19","6/1/22",NA,NA
358,"INTC","INTEL CORP",6008,"Bob Swan",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"1/30/19","2/15/21",NA,NA
53,"ICE","INTERCONTINENTAL EXCHANGE",163610,"Jeff Sprecher",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"11/1/02",NA,NA,NA
462,"IPG","INTERPUBLIC GROUP OF COS",6136,"Michael Roth",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"1/19/05","1/1/21",NA,NA
289,"IBM","INTL BUSINESS MACHINES CORP",6066,"Arvind Krishna",NA,NA,"Asian/Indian",0,1,"M",0,1,1,0,0,0,NA,NA,"INDIAN/SOUTH ASIAN",NA,0,"CEO",NA,0,"4/6/20",NA,NA,NA
461,"IFF","INTL FLAVORS & FRAGRANCES",6078,"Andreas Fibig",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"12/1/14","2/14/22",NA,NA
253,"IP","INTL PAPER CO",6104,"Mark Sutton",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"1/1/15",NA,NA,NA
253,"IP","INTL PAPER CO",6104,"Mark Sutton",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"1/1/15",NA,NA,NA
359,"INTU","INTUIT INC",27928,"Sasan Goodarzi",NA,NA,"Middle Eastern",0,1,"M",0,1,1,0,0,0,NA,NA,"MIDDLE-EASTERN/NORTH AFRICAN",NA,0,"CEO","President/CEO",0,"1/1/19","2/1/24",NA,NA
360,"ISRG","INTUITIVE SURGICAL INC",136725,"Doctor Gary Guthart",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/1/10","5/16/23",NA,NA
54,"IVZ","INVESCO LTD",29804,"Marty Flanagan",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"8/1/05","6/30/23",NA,NA
269,"INVH","INVITATION HOMES INC",30004,"Dallas Tanner",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/16/19","3/1/23",NA,NA
178,"IPGP","IPG PHOTONICS CORP",175955,"Doctor Valentin Gapontsev",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"1/1/98","5/4/21",NA,NA
64,"IQV","IQVIA HOLDINGS INC",17928,"Ari Bousbib",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"10/3/16",NA,NA,NA
434,"IRM","IRON MOUNTAIN INC",62374,"Bill Meaney",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/7/13",NA,NA,NA
270,"J","JACOBS ENGINEERING GROUP INC",6216,"Steve Demetriou",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"7/28/16","1/24/23",NA,NA
211,"JNJ","JOHNSON & JOHNSON",6266,"Alex Gorsky",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"12/28/12","1/3/22",NA,NA
463,"JPM","JPMORGAN CHASE & CO",2968,"Jamie Dimon",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"1/30/18",NA,NA,NA
361,"JNPR","JUNIPER NETWORKS INC",121718,"Rami Rahim",NA,NA,"Middle Eastern",0,1,"M",0,1,1,0,0,0,NA,NA,"ASIAN (EXCLUDE INDIAN/SOUTH ASIAN)",NA,0,"CEO","CEO",0,"11/10/14",NA,NA,NA
107,"KSU","KANSAS CITY SOUTHERN",6335,"Pat Ottensmeyer",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"7/1/16","12/14/21",NA,NA
97,"K","KELLOGG CO",6375,"Steve Cahillane",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"3/16/18",NA,NA,NA
317,"KDP","KEURIG DR PEPPER INC",28877,"Bob Gamgort Jr",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"1/13/19","7/29/22",NA,NA
394,"KEYS","KEYSIGHT TECHNOLOGIES INC",20232,"Ron Nersesian",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"11/1/19","5/1/22",NA,NA
271,"KMB","KIMBERLY-CLARK CORP",6435,"Michael D. Hsu",NA,NA,"Asian/Taiwanese",0,1,"M",0,1,1,0,0,0,NA,NA,"ASIAN (EXCLUDE INDIAN/SOUTH ASIAN)",NA,0,"CEO",NA,0,"1/1/19",NA,NA,NA
138,"KIM","KIMCO REALTY CORP",24731,"Conor Flynn",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"2/27/17",NA,NA,NA
155,"KMI","KINDER MORGAN INC",6310,"Steve Kean",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"4/18/18","8/1/23",NA,NA
362,"KLAC","KLA CORP",6304,"Rick Wallace",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"11/13/08",NA,NA,NA
200,"KHC","KRAFT HEINZ CO",5568,"Miguel Patricio",NA,NA,"Hispanic/Latino",0,1,"M",0,1,1,0,0,0,NA,NA,NA,NA,0,"CEO",NA,0,"7/1/19",NA,NA,NA
176,"KR","KROGER CO",6502,"William McMullen",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"1/1/15",NA,NA,NA
95,"LHX","L3HARRIS TECHNOLOGIES INC",5492,"Bill Brown",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman (Executive)/CEO",0,"6/29/19","6/29/21",NA,NA
427,"LRCX","LAM RESEARCH CORP",6565,"Tim Archer",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"12/5/18",NA,NA,NA
