coid,tic,1conm_x,2Company,3CompanyName,gvkey,1ceo_minority,1ethnicity (from boardex),ceo_name,2DirectorName,2First,2Last,3FirstName,3LastName,1ceo_race(black),2BE,3RoleType,3RoleName,3Seniority,2020_Active,2020_Active_May26_Dec31,2020_CEO_Change,2020_2CEOs,2Female,2Gender,2AnnDate,2EndDate,3DateStartRole,3DateEndRole,X3num,X3CompanyID,X3DirectorID,2num,2permno,2Confounded,2Interim
441,ADSK,AUTODESK INC,NA,AUTODESK INC,1878,0,CAUCASIAN/WHITE,Doctor Andrew Anagnost,,,,Andrew,Anagnost,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,6/19/17,1/19/21,12,3118,1203207,NA,NA,NA,NA
442,CRM,SALESFORCE INC,NA,NA,157855,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,FRC,FIRST REPUBLIC BANK,NA,NA,14275,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,GPS,GAP INC,NA,NA,4990,1,INDIAN/SOUTH ASIAN,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,PLD,PROLOGIS INC,NA,PROLOGIS INC (AMB Property Corp prior to 06/2011),29984,1,MIDDLE-EASTERN/NORTH AFRICAN,Hamid Moghadam,,,,Hamid,Moghadam,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/13,NA,386,1710,60091,NA,NA,NA,NA
446,TWTR,TWITTER INC,NA,TWITTER INC (De-listed 10/2022),18872,0,CAUCASIAN/WHITE,Jack Dorsey,,,,Jack,Dorsey,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,9/30/15,11/29/21,468,2006706,1132809,NA,NA,NA,NA
447,WFC,WELLS FARGO & CO,NA,WELLS FARGO & CO,8007,0,CAUCASIAN/WHITE,Charlie Scharf,,,,Charlie,Scharf,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,10/21/19,NA,501,33264,33951,NA,NA,NA,NA
448,AIG,AMERICAN INTERNATIONAL GROUP,NA,NA,1487,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,AIZ,ASSURANT INC,NA,ASSURANT INC,157057,0,CAUCASIAN/WHITE,Alan Colberg,,,,Alan,Colberg,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/15,5/18/21,17,550072,853893,NA,NA,NA,NA
450,AXP,AMERICAN EXPRESS CO,American Express,AMERICAN EXPRESS CO,1447,0,CAUCASIAN/WHITE,Steve Squeri,Kenneth Chenault,Kenneth,Chenault,Steve,Squeri,NA,1,CEO,Chairman/CEO,Executive Director,,1,NA,NA,0,M,4/27/99,NA,2/1/18,NA,42,1815,455385,46,59176,1,0
451,BK,BANK OF NEW YORK MELLON CORP,NA,CANADIAN BANC CORP,2019,0,CAUCASIAN/WHITE,Thomas P. Gibbons,,,,Thomas,Gibbons,0,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,3/1/20,8/1/22,55,1987552,735008,NA,NA,NA,NA
452,BLK,BLACKROCK INC,NA,BLACKROCK INC,124434,0,CAUCASIAN/WHITE,Larry Fink,,,,Larry,Fink,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/98,NA,58,4584,140463,NA,NA,NA,NA
453,BMY,BRISTOL-MYERS SQUIBB CO,NA,BRISTOL-MYERS SQUIBB CO,2403,0,CAUCASIAN/WHITE,Doctor Giovanni Caforio,,,,Giovanni,Caforio,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,5/2/17,11/1/23,59,5118,857412,NA,NA,NA,NA
454,C,CITIGROUP INC,NA,CITIGROUP INC,3243,0,CAUCASIAN/WHITE,Mike Corbat,,,,Mike,Corbat,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,10/15/12,2/26/21,64,6930,604908,NA,NA,NA,NA
455,CL,COLGATE-PALMOLIVE CO,NA,CRESCO LABS INC,3170,0,CAUCASIAN/WHITE,Noel Wallace,,,,Noel,Wallace,0,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,4/1/19,NA,86,2957858,1374341,NA,NA,NA,NA
456,ED,CONSOLIDATED EDISON INC,NA,CONSOLIDATED EDISON INC,3413,0,CAUCASIAN/WHITE,John McAvoy,,,,John,McAvoy,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,5/12/14,12/29/20,148,7705,1074910,NA,NA,NA,NA
457,EL,ESTEE LAUDER COMPANIES INC,NA,ESTEE LAUDER COS INC,61567,0,CAUCASIAN/WHITE,Fabrizio Freda,,,,Fabrizio,Freda,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,7/1/09,NA,152,11074,590109,NA,NA,NA,NA
458,FOXA,FOX CORP,NA,NA,34636,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,GS,GOLDMAN SACHS GROUP INC,NA,GOLDMAN SACHS GROUP INC,114628,0,CAUCASIAN/WHITE,David Solomon,,,,David,Solomon,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/19,NA,207,13564,795984,NA,NA,NA,NA
460,HES,HESS CORP,NA,HESS CORP (Amerada Hess prior to 05/2006),1380,0,CAUCASIAN/WHITE,John Hess,,,,John,Hess,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,5/16/13,NA,215,1970,64947,NA,NA,NA,NA
461,IFF,INTL FLAVORS & FRAGRANCES,NA,INTERNATIONAL FLAVORS & FRAGRANCES INC,6078,0,CAUCASIAN/WHITE,Andreas Fibig,,,,Andreas,Fibig,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,12/1/14,2/14/22,233,16530,548131,NA,NA,NA,NA
462,IPG,INTERPUBLIC GROUP OF COS,NA,INTERPUBLIC GROUP OF COMPANIES INC,6136,0,CAUCASIAN/WHITE,Michael Roth,,,,Michael,Roth,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/19/05,1/1/21,244,16427,48701,NA,NA,NA,NA
463,JPM,JPMORGAN CHASE & CO,NA,JPMORGAN CHASE & CO,2968,0,CAUCASIAN/WHITE,Jamie Dimon,,,,Jamie,Dimon,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/30/18,NA,259,17528,33908,NA,NA,NA,NA
464,L,LOEWS CORP,NA,LOEWS CORP,6781,0,CAUCASIAN/WHITE,Jim Tisch,,,,Jim,Tisch,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/99,NA,274,19065,36800,NA,NA,NA,NA
465,MCO,MOODY'S CORP,NA,MOODYS CORP,139665,0,CAUCASIAN/WHITE,Raymond McDaniel Jr,,,,Raymond,McDaniel Jr,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,4/19/12,12/31/20,302,21071,49681,NA,NA,NA,NA
466,MET,METLIFE INC,NA,METLIFE INC,133768,1,MIDDLE-EASTERN/NORTH AFRICAN,Michel Khalaf,,,,Michel,Khalaf,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,5/1/19,NA,306,20426,1135745,NA,NA,NA,NA
467,MKTX,MARKETAXESS HOLDINGS INC,NA,MARKETAXESS HOLDINGS INC,158742,0,CAUCASIAN/WHITE,Rick McVey,,,,Rick,McVey,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,9/13/06,4/3/23,312,551122,446101,NA,NA,NA,NA
468,MMC,MARSH & MCLENNAN COS,Marsh & McLennan,MARSH & MCLENNAN COMPANIES INC,7065,0,CAUCASIAN/WHITE,Dan Glaser,Dean Klisura,Dean,Klisura,Dan,Glaser,NA,0,CEO,President/CEO,Executive Director,,1,NA,NA,0,M,11/18/21,NA,1/1/13,12/31/22,314,19713,592845,73,45751,0,0
469,MS,MORGAN STANLEY,NA,MORGAN STANLEY (Morgan Stanley Dean Witter & Co prior to 07/2002),12124,0,CAUCASIAN/WHITE,James Gorman,,,,James,Gorman,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/12,1/1/24,322,21105,34080,NA,NA,NA,NA
470,MSCI,MSCI INC,NA,MSCI INC,178507,1,HISPANIC/LATIN AMERICAN,Henry Fernandez,,,,Henry,Fernandez,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,10/31/17,NA,323,1041062,598481,NA,NA,NA,NA
471,NDAQ,NASDAQ INC,NA,NASDAQ INC (NASDAQ OMX Group Inc prior to 09/2015),149337,0,CAUCASIAN/WHITE,Adena Friedman,,,,Adena,Friedman,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/17,1/1/23,335,42640,483505,NA,NA,NA,NA
472,NLSN,NIELSEN HOLDINGS PLC,NA,NIELSEN HOLDINGS PLC (Nielsen NV prior to 08/2015) (De-listed 10/2022),100873,0,CAUCASIAN/WHITE,David Kenny,,,,David,Kenny,NA,NA,CEO,CEO/Chief Diversity Officer,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/19,3/23/21,340,1684303,140602,NA,NA,NA,NA
473,NWSA,NEWS CORP,NA,NEWS CORP,18043,0,CAUCASIAN/WHITE,Robert Thomson,,,,Robert,Thomson,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,6/28/13,NA,356,1962516,1282519,NA,NA,NA,NA
474,OMC,OMNICOM GROUP INC,NA,OMNICOM GROUP INC,4066,0,CAUCASIAN/WHITE,John Wren III,,,,John,Wren III,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,5/22/18,NA,362,23113,35509,NA,NA,NA,NA
475,PARA,PARAMOUNT GLOBAL,Cbs,PARAMOUNT GLOBAL (Viacomcbs Inc prior to 02/2022),13714,0,CAUCASIAN/WHITE,Bob Bakish,Roger King,Roger,King,Bob,Bakish,NA,0,CEO,President/CEO,Executive Director,,1,NA,NA,0,M,1/19/00,NA,12/4/19,NA,368,6098,23537,105,75104,0,0
476,PFE,PFIZER INC,NA,NA,8530,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,PM,PHILIP MORRIS INTERNATIONAL,NA,PHILIP MORRIS INTERNATIONAL INC,179621,0,CAUCASIAN/WHITE,Andre Calantzopoulos,,,,Andre,Calantzopoulos,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,5/8/13,5/5/21,387,1060044,36791,NA,NA,NA,NA
478,PVH,PVH CORP,NA,PVH CORP,8551,0,CAUCASIAN/WHITE,Manny Chirico,,,,Manny,Chirico,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,6/19/07,2/1/21,401,24356,207452,NA,NA,NA,NA
479,RL,RALPH LAUREN CORP,NA,RALPH LAUREN CORP,64891,0,CAUCASIAN/WHITE,Patrice Louvet,,,,Patrice,Louvet,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,7/3/17,NA,418,24726,884348,NA,NA,NA,NA
480,SLG,SL GREEN REALTY CORP,NA,SL GREEN REALTY CORP,65290,0,CAUCASIAN/WHITE,Marc Holliday,,,,Marc,Holliday,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/19,12/31/23,436,28228,181802,NA,NA,NA,NA
481,SPGI,S&P GLOBAL INC,NA,S&P GLOBAL INC (McGraw Hill Financial Inc prior to 04/2016),7163,0,CAUCASIAN/WHITE,Doug Peterson,,,,Doug,Peterson,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,11/1/13,NA,442,19953,604942,NA,NA,NA,NA
482,TPR,TAPESTRY INC,Tapestry Inc,TAPESTRY INC (Coach Inc prior to 10/2017),140541,0,CAUCASIAN/WHITE,Jide Zeitlin,,,,Jide,Zeitlin,NA,1,CEO,Chairman/CEO,Executive Director,,1,NA,NA,0,M,9/4/19,NA,9/4/19,7/20/20,461,7173,271683,164,88661,1,0
483,TRV,TRAVELERS COS INC,The Travelers Companies,THE TRAVELERS COMPANIES INC (St Paul Travelers Companies Inc prior to 02/2007),62689,0,CAUCASIAN/WHITE,Alan Schnitzer,,,,Alan,Schnitzer,NA,0,CEO,Chairman/CEO,Executive Director,,1,NA,NA,0,M,8/4/15,NA,8/1/17,NA,463,469152,533891,141,59459,0,0
484,TTWO,TAKE-TWO INTERACTIVE SFTWR,NA,TAKE TWO INTERACTIVE SOFTWARE INC,64630,0,CAUCASIAN/WHITE,Strauss Zelnick,,,,Strauss,Zelnick,NA,NA,CEO,Chairman (Executive)/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/11,NA,467,29924,333171,NA,NA,NA,NA
485,VICI,VICI PROPERTIES INC,NA,VICI PROPERTIES INC,32580,0,CAUCASIAN/WHITE,Ed Pitoniak,,,,Ed,Pitoniak,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,2/1/18,NA,490,2771146,648089,NA,NA,NA,NA
486,VNO,VORNADO REALTY TRUST,NA,VORNADO REALTY TRUST,11220,0,CAUCASIAN/WHITE,Steve Roth,,,,Steve,Roth,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,4/15/13,NA,492,32928,142089,NA,NA,NA,NA
487,VZ,VERIZON COMMUNICATIONS INC,NA,VERIZON COMMUNICATIONS INC,2136,0,CAUCASIAN/WHITE,Hans Vestberg,,,,Hans,Vestberg,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,3/8/19,NA,496,32507,454544,NA,NA,NA,NA
488,CSGP,COSTAR GROUP INC,NA,COSTAR GROUP INC,112111,0,CAUCASIAN/WHITE,Andy Florance,,,,Andy,Florance,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/95,NA,103,8021,201870,NA,NA,NA,NA
489,DHR,DANAHER CORP,NA,DANAHER CORP,3735,0,CAUCASIAN/WHITE,Tom Joyce Jr,,,,Tom,Joyce Jr,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,9/9/14,9/1/20,128,8663,490718,NA,NA,NA,NA
490,BG,BUNGE LTD,NA,BUNGE GLOBAL SA (Bunge Ltd prior to 11/2023),144435,0,CAUCASIAN/WHITE,Greg Heckman,,,,Greg,Heckman,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,4/25/19,NA,52,5320,500231,NA,NA,NA,NA
491,CNC,CENTENE CORP,NA,CENTENE CORP,145552,0,CAUCASIAN/WHITE,Michael Neidorff,,,,Michael,Neidorff,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,4/23/19,9/7/21,94,6261,201946,NA,NA,NA,NA
492,EMR,EMERSON ELECTRIC CO,NA,EMERSON ELECTRIC CO,4321,0,CAUCASIAN/WHITE,David Farr,,,,David,Farr,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,10/5/10,2/5/21,156,10535,35223,NA,NA,NA,NA
493,HII,HUNTINGTON INGALLS IND INC,NA,HUNTINGTON INGALLS INDUSTRIES INC,186310,0,CAUCASIAN/WHITE,Mike Petters,,,,Mike,Petters,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,3/31/11,3/1/22,217,1694757,487356,NA,NA,NA,NA
